Date ,Time ,WU311,WU312,WU314,WU321,WU322,WU323
2-Jun-25,5:07:55 AM,160.0259399,189.4941711,161.4007874,180.5836639,190.0389099,184.0856171
2-Jun-25,5:08:25 AM,160.3372345,189.2088318,162.1011658,180.5188141,189.5849609,183.540863
2-Jun-25,5:08:55 AM,159.9740601,189.2996216,162.3605804,180.9727631,189.8443604,183.9169922
2-Jun-25,5:09:24 AM,160,189.7016907,162.4513702,181.4396973,189.6498108,183.5797729
2-Jun-25,5:09:55 AM,159.7665405,189.5330811,162.6977997,181.569397,189.8573303,183.8651123
2-Jun-25,5:10:24 AM,159.7665405,189.5849609,163.0479889,181.9195862,189.5330811,184.1504669
2-Jun-25,5:10:55 AM,159.6368408,189.7795105,163.7224426,181.8936462,189.9481201,184.9156952
2-Jun-25,5:11:25 AM,159.8184204,189.8184204,163.8002625,182.127121,189.6887207,185.564209
2-Jun-25,5:11:55 AM,159.6368408,189.559021,164.2023468,182.5940399,189.5979309,186.2775726
2-Jun-25,5:12:24 AM,159.4941711,189.8573303,164.578476,182.6718597,189.5330811,186.6926117
2-Jun-25,5:12:54 AM,159.8573303,189.7924805,164.4228363,183.0350189,189.7924805,187.107666
2-Jun-25,5:13:25 AM,159.7795105,189.8443604,164.7211456,183.3592834,189.5979309,187.8339844
2-Jun-25,5:13:56 AM,159.9481201,189.9092102,165.1362,183.2295837,189.8832703,188.2360687
2-Jun-25,5:14:25 AM,159.7535706,190.2723846,165.2788696,183.6316528,189.7146606,188.8326874
